sentence	label
I ended up at Anne Gregory because they were the only place in Pittsburgh having a trunk show with a dress I saw online and really wanted to try on.  My maid of honor maid the appointment and a couple of my bridesmaids, my mom, and grandma came with me to try the dress on.  The experience was lovely and I ended up buying the dress.  A lady was originally helping me then the owner came out a little later on.  Let me tell you....this guy knows his stuff.  He made me feel totally at ease about the purchase.  It was like being a nice restaurant and the chef coming out to check on how your meal was.  I really appreciated him being there.  I wasn't buying the most expensive dress in the place but he certainly made me feel like I was.  It was really great.  I went to a few other places and this one is definitely the best.	1
Dreadful, rude service- borderline bullies, poor selection, and they severely mark up their prices!!! Both my friend and I found a dress that they have at other stores for a fraction of the cost. Unacceptable. What a joke, really. Not at all what you want to have to endure while planning the most important outfit you'll ever wear! So upsetting!	0
Even though the baked goods are not made on the premises here - they are brought in from the main Dormont location - it smells like a bakery should.  There was so much to choose from - fresh baked bread, cookies, doughnuts, beautiful cakes, cannoli, etc.  I was even lucky enough to buy the last two paczki in the store.  One was filled with chocolate buttercream and drizzled with a chocolate glaze.  The other one was filled with whipped cream, fresh strawberries, and dusted with powdered sugar.  They were both fresh and delicious and worth the trip (although they won't be available until Feb again).  One note - we visited here once on Monday and there was basically nothing to be had in the store.  The prices are very reasonable, considering the quality of most of the baked goods.  Make sure to visit on the weekends when they are stocked to the rafters with goodies!	1
"Decent bakery in the heart of Mt. Lebo. I strolled in (literally-baby on board!) on a Tuesday afternoon for a treat after having lunch at Little Tokyo. The bakery was empty and the staff later came out after hearing the door. Young girl who seemed bothered by the fact that I was there. I asked a couple questions and got short one or two word replies. Ultimately, I couldn't pass up the gourmet brownies with peanut butter icing. There was also a raspberry version. The \""brownie\"" tasted more like a cake. Moist and delicious. The peanut butter topping was fluffy and sweet. $3.50 was a bit much for this six inch boat shaped brownie but, the rest of their cakes and cookies were reasonably priced. 30 cents per cookie. $6 and $7 pies. Overall, I will definitely head back when I am in the area. Hopefully, the staff is having a better day . . .\n\nDon't forget our cash!"	1
This theatre definitely needs a re-haul!  The theatre is older and doesn't have stadium seating or some of the better amenities that the newer theatres are offering such as an expanded menu.  While I prefer going to the theatre located closer to the South Hills Village mall, I will venture out here if the movie I want to see isn't playing there (which is rare).  \n\nThis theatre isn't as crowded, but me thinks it's b/c it's just not as nice.  I went for a movie here this weekend and there was no visual for the first 5 minutes.  We told the staff and they had to rewind the movie - which is no biggie - but the other patrons kept saying that this happens quite often at this theatre.  \n\nI think a little renovation would greatly help this establishment - if you can avoid this theatre and go with one with all the bells and whistles!	0
This is a crappy, dark theater that leaks water when it rains. Do not go!	0
Way worse than what I remember as a kid, probably because I was a kid. The screens were tiny and the women's restroom smelled of stale piss. Two-thirds of the sinks were non-functional and at least 2 stalls did not have functional locks. The staff was friendly, but the place is old, run down in appearance and a little gross. At least my feet didn't stick to the floor in the theater. \n\nIt's a movie theater. If you are already in The Galleria and want to see a movie and are willing to pay theater prices for this place, it'll suffice. Odds are, you'd get a better experience at home.	0
Such a shame. Terrific location, supported by the community and just awful. Filthy, bad seats, more expensive than others. Choose to go elsewhere.	0
This is my favorite movie theater in the South Hills area. It's been recently remodeled which makes it really nice. Located in the Galleria. \n\nSeats are huge and comfortable. Plenty of leg room and large arm rests. Overall the entire theater seemed clean, including bathrooms. \n\nAs expected, prices on candy, popcorn, drinks, etc, are of course outrageous. This theater does offer a popcorn bucket which you can buy and use for the entire year giving you a discount on future popcorn purchases.	1
Great place to catch the big game (or not so big games) while enjoying great atmosphere and prices. Staff very friendly, including the owner who went the extra mile for our group once. Little things like that keep me coming back. Good Golden Tee machine in an out-of-the-way nook. I've always met interesting people when I go to the Saloon. Food is also great. It's bar fare, but very good. Great vibe and great crowd.	1
